L cm,yi cm,Story Area,stories,architectural_archetype,connection_system,xi cm,D+0.25L,Direction,soil_class,seismic_zone,Story,Wall
722.0,1360.0,4918759.585999998,5,P,HD,1177.0,158231.7913853462,Y,A,1,3,G.1
330.0,1839.0,4366070.964799999,5,Q,HD,349.0,145020.4399151641,Y,A,3,4,10.2
162.0,788.0,4918759.585999998,3,P,HD,1861.0,136037.29608803935,X,B,3,1,4.5
127.0,129.58,2526612.8516999995,5,C,ATS,897.24,74192.42165052702,Y,A,3,5,2.1
209.5,172.0,5302759.515700001,5,D,ATS,4009.000000000001,185189.73881632392,Y,C,3,2,37.1
120.0,6.9,2526612.8516999995,4,C,HD,400.51,71980.89941377581,X,B,1,2,1.1
162.0,788.0,4918759.585999998,5,P,HD,81.0,139929.7773657962,X,A,1,5,4.1
180.0,701.2,2526612.8516999995,5,C,ATS,2137.35,74192.42165052702,Y,C,1,5,M.2
190.0,1215.0,5302759.515700001,5,D,HD,1129.0,154972.57013837397,Y,A,3,5,8.1
287.0,856.0,4918759.585999998,3,P,HD,1409.0,135455.22995873934,Y,D,3,2,I.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,1941.0,183062.916253424,X,B,3,1,B.3
324.0,1033.3,2526612.8516999995,4,C,HD,416.35,64840.02839625081,Y,C,1,4,D.2
470.0,1932.0,4918759.585999998,4,P,HD,971.0,134133.41015453934,X,B,1,2,8.3
120.0,56.00000000000001,5302759.515700001,3,D,HD,2951.0,135774.5813513116,X,C,3,3,B.6
563.25,655.0,5302759.515700001,5,D,HD,1913.0,155036.44727477396,Y,B,3,5,G.4
122.0,1299.0,5302759.515700001,5,D,HD,977.0,179636.844550124,Y,C,1,4,M.1
120.0,1254.0,5302759.515700001,5,D,ATS,1787.0,185237.64666862396,X,B,3,2,L.4
232.0,468.0,5302759.515700001,5,D,HD,11.0,180850.51014172396,Y,C,1,2,1.1
162.0,877.0,4366070.964799999,4,Q,HD,1837.0,121510.74894405804,X,B,1,2,6.6
471.0,258.0,5302759.515700001,5,D,ATS,3411.9999999999995,186845.22126802395,Y,C,3,1,34.1
162.0,1617.0000000000002,4366070.964799999,3,Q,HD,1837.0,121634.69841045803,X,B,1,1,8.6
352.0,2296.0,4366070.964799999,3,Q,HD,1745.0,121066.64556585804,Y,B,1,2,J.6
338.0,168.8,2526612.8516999995,5,C,HD,1892.96,87556.37209655202,Y,A,3,2,K.1
190.0,95.0,5302759.515700001,5,D,ATS,3564.0,182015.13938437396,Y,D,1,2,35.1
120.0,1202.1,2526612.8516999995,5,C,HD,400.51,87614.92613825202,X,B,1,1,9.1
352.0,198.0,4366070.964799999,4,Q,HD,1745.0,121646.86288815804,Y,B,1,1,J.1
471.0,258.0,5302759.515700001,5,D,ATS,3411.9999999999995,180870.44662679892,Y,C,3,4,34.1
136.5,835.0,5302759.515700001,4,D,HD,3881.0,150396.49339386157,X,A,3,1,I.4
352.0,1617.0000000000002,4366070.964799999,5,Q,ATS,360.0,144264.5604677641,Y,A,1,4,8.2
120.0,1254.0,5302759.515700001,5,D,ATS,1787.0,154344.44496377397,Y,C,3,5,L.4
126.0,1617.0000000000002,4366070.964799999,5,Q,ATS,679.0,144447.6212033641,X,A,1,3,8.3
120.0,6.9,2526612.8516999995,5,C,HD,2074.01,87661.31570225202,X,A,1,1,1.2
338.0,1040.2,2526612.8516999995,4,C,HD,1892.96,64840.02839625081,Y,D,1,4,K.4
120.0,127.0,5302759.515700001,5,D,ATS,4271.0,154371.06043727396,Y,B,3,5,39.1
223.0,404.0,5302759.515700001,5,D,HD,1297.0,180573.70921732395,Y,B,3,4,9.1
172.0,661.0,4366070.964799999,4,Q,HD,1291.0,121258.27697505803,Y,B,1,2,H.2
494.0,2247.0,4366070.964799999,5,Q,ATS,627.0,146405.55251546408,Y,C,1,1,D.4
155.0,2361.0,4366070.964799999,5,Q,HD,871.0000000000001,144690.40804376412,Y,C,1,4,12.1
338.0,1040.2,2526612.8516999995,5,C,ATS,1892.96,86790.373191952,Y,B,1,3,K.4
120.0,1254.0,5302759.515700001,5,D,ATS,1787.0,182015.13938437396,X,D,1,2,L.4
155.0,2361.0,4366070.964799999,5,Q,HD,871.0000000000001,145121.5787144641,X,A,1,2,12.1
162.0,655.0,4366070.964799999,5,Q,ATS,1837.0,147131.2590278641,X,B,3,1,4.4
335.0,904.97,2526612.8516999995,3,C,HD,1572.96,65116.82932065081,Y,C,3,3,J.2
158.0,565.0,5302759.515700001,5,D,ATS,565.0,180466.83701332397,Y,A,3,2,5.2
471.0,1053.0,5302759.515700001,3,D,HD,977.0,149789.6605980616,Y,C,1,2,7.2
158.0,565.0,5302759.515700001,5,D,ATS,565.0,179059.68690532394,Y,D,1,3,5.2
287.0,588.0,4366070.964799999,3,Q,HD,1745.0,121258.27697505803,Y,C,1,2,J.2
265.0,363.0,5302759.515700001,5,D,HD,262.0,183062.916253424,X,B,3,1,D.1
338.0,1932.0,4918759.585999998,6,P,ATS,353.0,160151.2151979962,X,D,1,2,8.2
338.0,168.8,2526612.8516999995,5,C,ATS,581.56,86662.09218695201,Y,B,3,1,E.1
433.0,1299.0,5302759.515700001,4,D,HD,3065.0,149789.6605980616,X,A,1,1,M.2
284.0,142.0,4918759.585999998,3,P,HD,1769.0000000000002,134828.65018523936,Y,C,1,1,J.1
642.0,736.0,4366070.964799999,4,Q,HD,959.0,121066.64556585804,X,A,1,3,5.1
388.0,316.62,2526612.8516999995,4,C,HD,1384.16,64840.02839625081,Y,A,3,4,I.1
171.0,11.0,4366070.964799999,5,Q,ATS,470.0,146157.9211048141,Y,D,3,4,1.2
307.0,221.0,5302759.515700001,3,D,HD,565.0,149789.6605980616,Y,C,1,2,5.1
324.0,1047.1,2526612.8516999995,5,C,ATS,136.08,87031.955009152,Y,D,1,4,B.2
722.0,1360.0,4918759.585999998,5,P,ATS,765.0,159330.43363914627,Y,D,1,3,E.1
209.5,1138.0,5302759.515700001,5,D,ATS,4009.000000000001,183878.44837934893,Y,C,3,3,37.2
330.0,1839.0,4366070.964799999,3,Q,HD,349.0,111059.95374720804,X,A,1,3,10.2
200.0,1471.0,4918759.585999998,4,P,HD,533.0,133936.4556506393,Y,B,1,3,C.3
338.0,1040.2,2526612.8516999995,5,C,HD,581.56,87236.98641455201,Y,C,1,3,E.4
324.0,161.9,2526612.8516999995,6,C,ATS,2338.44,87473.50727075202,Y,B,3,1,N.1
152.0,988.0,4918759.585999998,5,P,HD,695.0,159227.21009424623,X,C,1,1,5.1
205.0,878.34,2526612.8516999995,3,C,HD,2242.81,72872.16091807581,X,C,3,1,7.2
288.0,363.0,4366070.964799999,4,Q,HD,328.0,121258.27697505803,X,B,1,2,3.1
162.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1837.0,144264.5604677641,Y,A,1,4,8.6
422.0,1360.0,4918759.585999998,3,P,HD,1769.0000000000002,124194.29903288934,Y,B,3,3,J.3
209.5,172.0,5302759.515700001,4,D,HD,2815.0,135167.7485555116,Y,D,1,4,29.1
120.0,1254.0,5302759.515700001,3,D,HD,167.0,135167.7485555116,X,A,3,3,L.1
563.25,655.0,5302759.515700001,5,D,ATS,3029.0,186573.74343832396,X,B,3,1,G.6
307.0,221.0,5302759.515700001,5,D,ATS,565.0,180466.83701332397,Y,A,3,2,5.1
224.0,567.0,4918759.585999998,5,P,ATS,848.0,157715.45119944622,Y,A,3,4,3.2
194.5,547.0,5302759.515700001,5,D,ATS,353.0,179059.68690532394,Y,C,1,3,3.1
172.0,661.0,4366070.964799999,5,Q,ATS,1291.0,144356.7139832641,Y,D,1,3,H.2
120.0,1183.0,5302759.515700001,5,D,ATS,118.0,182878.5745446739,Y,D,1,1,2.4
280.0,129.58,2526612.8516999995,3,C,HD,1237.26,72849.71619457581,X,D,3,2,2.2
471.0,258.0,5302759.515700001,4,D,HD,1480.0,149182.82780226163,Y,B,1,3,11.1
209.5,172.0,5302759.515700001,5,D,ATS,2815.0,180466.83701332397,Y,A,3,2,29.1
352.0,198.0,4366070.964799999,5,Q,ATS,1745.0,144339.08379356412,Y,A,3,2,J.1
190.0,95.0,5302759.515700001,5,D,HD,3260.0,180243.677345924,Y,A,1,3,33.1
642.0,1757.9999999999998,4366070.964799999,5,Q,ATS,959.0,147467.1136133641,X,D,1,2,9.1
209.5,172.0,5302759.515700001,5,D,HD,2077.0,184959.35766292395,Y,A,3,2,19.1
200.0,1249.0,4918759.585999998,5,P,ATS,533.0,159464.71849464622,Y,C,1,1,C.2
127.0,129.58,2526612.8516999995,3,C,HD,1577.27,71975.57631907582,X,A,1,1,2.3
120.0,11.0,4366070.964799999,5,Q,ATS,222.00000000000003,146157.9211048141,Y,D,3,4,1.1
324.0,1047.1,2526612.8516999995,3,C,HD,136.08,64840.02839625081,Y,C,1,3,B.2
570.0,1360.0,4918759.585999998,5,P,ATS,469.00000000000006,159330.43363914627,X,D,1,3,6.1
152.0,1732.0,4918759.585999998,6,P,ATS,689.0,158329.04959884624,X,B,3,3,7.1
205.0,878.34,2526612.8516999995,5,C,ATS,2242.81,86550.30719825202,Y,D,1,4,7.2
338.0,1932.0,4918759.585999998,5,P,ATS,353.0,158141.29877544625,X,B,1,1,8.2
136.5,835.0,5302759.515700001,3,D,HD,1446.0,150396.49339386157,X,C,1,1,I.2
171.0,2483.0,4366070.964799999,5,Q,ATS,1448.0,149718.07142036408,X,B,3,1,13.3
298.0,1007.0,5302759.515700001,4,D,HD,3252.0000000000005,149789.6605980616,X,D,1,3,K.1
265.0,363.0,5302759.515700001,3,D,HD,262.0,135167.7485555116,X,A,3,3,D.1
155.0,2361.0,4366070.964799999,5,Q,ATS,871.0000000000001,144221.9757101641,Y,D,1,4,12.1
364.0,806.0,5302759.515700001,3,D,HD,3393.0,135167.7485555116,X,A,3,3,H.3
324.0,175.7,2526612.8516999995,5,C,HD,416.35,86960.18549015201,Y,C,1,4,D.1
120.0,2483.0,4366070.964799999,4,Q,HD,222.00000000000003,121258.27697505803,X,A,1,2,13.1
158.0,565.0,5302759.515700001,5,D,ATS,3824.0,179620.22747032394,Y,C,1,4,36.2
563.25,655.0,5302759.515700001,5,D,HD,1350.0,180994.23369862395,X,B,1,1,G.3
352.0,877.0,4366070.964799999,5,Q,HD,360.0,144711.7004225641,X,A,1,3,6.2
287.0,856.0,4918759.585999998,5,P,ATS,1409.0,160596.9032435462,Y,D,1,1,I.1
127.0,1079.42,2526612.8516999995,4,C,HD,897.24,72433.36246327581,X,C,1,1,8.1
156.0,689.4,2526612.8516999995,5,C,HD,1892.96,87614.92613825202,Y,A,1,1,K.3
120.0,127.0,5302759.515700001,3,D,HD,4271.0,135167.7485555116,Y,C,1,3,39.1
126.0,1617.0000000000002,4366070.964799999,5,Q,ATS,679.0,146221.0098341641,X,B,3,3,8.3
172.0,1833.0,4366070.964799999,3,Q,HD,627.0,121258.27697505803,Y,B,1,2,D.3
287.0,1865.0,4918759.585999998,5,P,ATS,533.0,139754.11524069624,Y,B,3,5,C.4
190.0,95.0,5302759.515700001,5,D,HD,1632.0,182474.850285524,Y,D,1,1,14.1
433.0,11.0,5302759.515700001,3,D,HD,1324.0,149182.82780226163,X,A,1,1,A.1
172.0,1833.0,4366070.964799999,3,Q,HD,627.0,124093.52735655804,Y,C,3,1,D.3
120.0,1202.1,2526612.8516999995,3,C,HD,2074.01,73613.04291907582,X,D,3,1,9.2
324.0,161.9,2526612.8516999995,5,C,ATS,2338.44,87586.69687865202,Y,D,1,3,N.1
127.0,129.58,2526612.8516999995,3,C,HD,897.24,65116.82932065081,X,C,3,3,2.1
158.0,565.0,5302759.515700001,4,D,HD,3824.0,135167.7485555116,Y,C,1,4,36.2
324.0,161.9,2526612.8516999995,5,C,ATS,136.08,86812.29118325202,Y,D,1,2,B.1
742.0,1247.0,4366070.964799999,3,Q,HD,1547.0,121066.64556585804,X,A,1,2,7.2
120.0,1254.0,5302759.515700001,5,D,ATS,516.0,180565.74535552395,X,C,1,2,L.2
335.0,304.03,2526612.8516999995,4,C,HD,901.56,64840.02839625081,Y,B,1,4,F.1
388.0,316.62,2526612.8516999995,6,C,ATS,1090.36,86507.72244065201,Y,B,3,5,G.1
232.0,842.0,5302759.515700001,3,D,HD,4378.0,152243.9297496616,Y,D,3,2,40.2
224.0,567.0,4918759.585999998,5,P,HD,1094.0,139929.7773657962,X,A,3,5,3.3
324.0,1047.1,2526612.8516999995,5,C,ATS,2338.44,86550.30719825202,Y,B,1,4,N.2
470.0,788.0,4918759.585999998,6,P,ATS,971.0,160119.05192694624,X,B,3,1,4.3
777.0,389.0,4918759.585999998,3,P,HD,971.0,135625.56898913934,Y,D,3,2,F.1
172.0,1833.0,4366070.964799999,5,Q,HD,627.0,144690.40804376412,Y,B,1,4,D.3
338.0,168.8,2526612.8516999995,6,C,ATS,581.56,86507.72244065201,Y,B,3,5,E.1
190.0,95.0,5302759.515700001,3,D,HD,3260.0,149789.6605980616,Y,C,1,2,33.1
127.0,1079.42,2526612.8516999995,3,C,HD,897.24,65116.82932065081,X,B,3,3,8.1
352.0,2296.0,4366070.964799999,5,Q,HD,1745.0,145041.73229396413,Y,C,1,3,J.6
292.0,498.00000000000006,5302759.515700001,5,D,ATS,2446.0,179059.68690532394,Y,B,3,4,24.1
288.0,2131.0,4366070.964799999,5,Q,ATS,328.0,126179.0261583141,Y,D,1,5,11.1
270.0,11.0,4918759.585999998,4,P,HD,1503.0,134271.81061673933,X,B,1,2,1.2
152.0,1732.0,4918759.585999998,5,P,HD,1243.0,139929.7773657962,X,A,3,5,7.2
120.0,1183.0,5302759.515700001,3,D,HD,118.0,151197.79395006158,Y,C,3,2,2.4
338.0,1040.2,2526612.8516999995,6,C,ATS,581.56,86507.72244065201,Y,B,3,5,E.4
158.0,565.0,5302759.515700001,5,D,ATS,3824.0,180466.83701332397,Y,A,3,3,36.2
725.0,362.0,4366070.964799999,5,Q,ATS,959.0,144243.2680889641,Y,A,3,4,F.1
162.0,877.0,4366070.964799999,5,Q,HD,81.0,146064.32370386412,X,B,1,1,6.1
544.0,2154.0,4918759.585999998,4,P,HD,272.0,133936.4556506393,X,B,1,3,9.1
799.0,2321.0,4918759.585999998,5,P,ATS,1297.0,157961.34638394625,Y,A,1,3,H.2
152.0,1732.0,4918759.585999998,5,P,HD,689.0,158034.8368814462,X,A,1,4,7.1
158.0,565.0,5302759.515700001,5,D,HD,565.0,180573.70921732395,Y,D,1,4,5.2
152.0,1732.0,4918759.585999998,5,P,ATS,1243.0,158258.40685884625,X,A,3,1,7.2
194.5,547.0,5302759.515700001,3,D,HD,2788.0,135497.78042691157,Y,B,3,3,28.1
324.0,1047.1,2526612.8516999995,5,C,ATS,2338.44,86550.30719825202,Y,B,3,4,N.2
136.5,475.0,5302759.515700001,3,D,HD,3881.0,135167.7485555116,X,C,1,3,E.4
330.0,655.0,4366070.964799999,4,Q,HD,1569.0,121066.64556585804,X,A,1,3,4.3
185.0,229.17,2526612.8516999995,4,C,HD,1297.26,72231.08486467581,Y,B,3,3,H.1
494.0,2247.0,4366070.964799999,4,Q,HD,1291.0,122128.01692695804,Y,A,3,1,H.4
422.0,1360.0,4918759.585999998,5,P,ATS,1769.0000000000002,158476.65712404624,Y,A,3,3,J.3
136.5,835.0,5302759.515700001,4,D,HD,508.0,135167.7485555116,Y,A,1,4,I.1
722.0,1360.0,4918759.585999998,5,P,ATS,765.0,159468.81346524623,Y,B,1,1,E.1
120.0,1254.0,5302759.515700001,5,D,HD,1787.0,180994.23369862395,X,A,1,1,L.4
292.0,498.00000000000006,5302759.515700001,5,D,ATS,2446.0,154339.12186907398,Y,D,3,5,24.1
443.0,655.0,5302759.515700001,5,D,ATS,665.0,178966.13461792396,Y,A,1,4,G.2
288.0,363.0,4366070.964799999,3,Q,HD,328.0,111059.95374720804,X,B,1,3,3.1
120.0,56.00000000000001,5302759.515700001,4,D,HD,516.0,135167.7485555116,Y,A,1,4,B.2
136.5,475.0,5302759.515700001,5,D,HD,3881.0,154972.57013837397,Y,A,3,5,E.4
152.0,1732.0,4918759.585999998,4,P,HD,689.0,134271.81061673933,X,B,1,2,7.1
292.0,811.9999999999999,5302759.515700001,5,D,ATS,1943.0,179059.68690532394,Y,C,1,3,17.1
307.0,221.0,5302759.515700001,4,D,HD,565.0,149832.24535566158,Y,A,1,1,5.1
171.0,11.0,4366070.964799999,4,Q,HD,1448.0,121588.30884645804,X,C,1,2,1.3
324.0,1047.1,2526612.8516999995,4,C,HD,2338.44,72332.2236639758,Y,A,3,2,N.2
265.0,363.0,5302759.515700001,5,D,ATS,262.0,183878.44837934893,X,C,3,3,D.1
563.25,655.0,5302759.515700001,5,D,ATS,2476.0,185509.12449832397,X,C,3,2,G.5
544.0,2154.0,4918759.585999998,3,P,HD,1670.0,123890.88263498934,X,A,3,3,9.4
136.5,475.0,5302759.515700001,4,D,HD,2943.0,150253.5660972616,X,B,1,1,E.3
205.0,878.34,2526612.8516999995,6,C,ATS,231.62,86507.72244065201,Y,B,3,4,7.1
136.5,475.0,5302759.515700001,3,D,HD,1949.0,151381.03272786157,X,D,1,1,E.2
338.0,1040.2,2526612.8516999995,5,C,ATS,581.56,88983.11332325202,Y,B,3,1,E.4
200.0,1471.0,4918759.585999998,5,P,HD,533.0,159446.78736384623,Y,B,1,1,C.3
180.0,505.3,2526612.8516999995,5,C,ATS,2137.35,87586.69687865202,Y,D,1,3,M.1
284.0,2578.0,4918759.585999998,6,P,ATS,1769.0000000000002,158658.70566744625,Y,B,3,4,J.5
335.0,304.03,2526612.8516999995,3,C,HD,901.56,71975.57631907582,Y,A,1,1,F.1
284.0,2578.0,4918759.585999998,5,P,ATS,1769.0000000000002,159330.43363914627,Y,D,1,3,J.5
443.0,655.0,5302759.515700001,4,D,HD,3724.0,135167.7485555116,Y,A,3,4,G.7
265.0,363.0,5302759.515700001,5,D,ATS,262.0,155818.65140207397,Y,B,3,5,D.1
330.0,1839.0,4366070.964799999,3,Q,HD,1569.0,121509.17212995804,X,C,1,2,10.3
120.0,1254.0,5302759.515700001,5,D,ATS,1438.0,179840.57789932395,X,B,1,3,L.3
194.5,547.0,5302759.515700001,3,D,HD,4036.0,151197.79395006158,Y,C,3,2,38.1
540.0,604.5,2526612.8516999995,5,C,ATS,810.0,86582.24576645202,X,B,3,2,5.2
470.0,788.0,4918759.585999998,5,P,ATS,971.0,157936.39674564623,X,D,1,3,4.3
324.0,1033.3,2526612.8516999995,3,C,HD,2058.16,64840.02839625081,Y,A,1,3,L.2
120.0,56.00000000000001,5302759.515700001,5,D,HD,2290.0,154706.41540337398,Y,B,1,5,B.4
563.25,655.0,5302759.515700001,5,D,ATS,2476.0,178966.13461792396,Y,A,3,4,G.5
122.0,1299.0,5302759.515700001,4,D,HD,977.0,150396.49339386157,X,C,1,1,M.1
190.0,1215.0,5302759.515700001,4,D,HD,2757.0,135167.7485555116,Y,A,3,4,27.1
120.0,6.9,2526612.8516999995,5,C,ATS,2074.01,86550.30719825202,X,A,3,3,1.2
169.0,774.5,2526612.8516999995,5,C,HD,1970.56,87614.92613825202,X,A,1,1,6.2
280.0,129.58,2526612.8516999995,5,C,ATS,1237.26,74228.165025127,Y,D,1,5,2.2
287.0,947.0,5302759.515700001,4,D,HD,2183.0,135167.7485555116,Y,D,1,4,J.3
155.0,2361.0,4366070.964799999,5,Q,ATS,1048.0,144339.08379356412,X,A,3,2,12.2
190.0,95.0,5302759.515700001,5,D,ATS,1632.0,180749.33012909893,Y,B,1,2,14.1
122.0,927.0,5302759.515700001,4,D,HD,118.0,150396.49339386157,Y,D,1,2,2.3
287.0,1906.0,4366070.964799999,5,Q,ATS,173.0,148285.4979086641,Y,C,3,3,B.5
762.0,1247.0,4366070.964799999,3,Q,HD,753.0,121681.58667615804,Y,D,1,2,E.1
223.0,907.0,5302759.515700001,3,D,HD,3092.0,149789.6605980616,Y,C,1,2,32.1
338.0,788.0,4918759.585999998,5,P,ATS,1589.0,158861.74656624623,Y,C,3,4,4.4
156.0,519.6,2526612.8516999995,3,C,HD,1892.96,72872.16091807581,Y,C,3,1,K.2
156.0,689.4,2526612.8516999995,6,C,ATS,581.56,87100.89064175202,Y,B,3,2,E.3
270.0,2709.0,4918759.585999998,5,P,ATS,1503.0,157715.45119944622,Y,B,1,4,11.2
335.0,304.03,2526612.8516999995,3,C,HD,901.56,73244.7775470758,Y,C,3,1,F.1
158.0,745.0,5302759.515700001,3,D,HD,1389.0,152243.9297496616,Y,D,3,2,10.1
190.0,95.0,5302759.515700001,5,D,ATS,825.0,186807.9596051239,Y,D,3,1,6.1
169.0,774.5,2526612.8516999995,3,C,HD,1970.56,72231.08486467581,X,D,1,2,6.2
224.0,567.0,4918759.585999998,5,P,ATS,848.0,157715.45119944622,Y,C,1,4,3.2
338.0,788.0,4918759.585999998,6,P,ATS,353.0,162209.7433295462,X,B,3,1,4.2
172.0,1833.0,4366070.964799999,3,Q,HD,627.0,111389.98561860804,Y,C,3,3,D.3
433.0,1299.0,5302759.515700001,3,D,HD,3065.0,149789.6605980616,X,C,1,2,M.2
224.0,567.0,4918759.585999998,4,P,HD,848.0,134239.87204853934,X,D,1,3,3.2
471.0,258.0,5302759.515700001,5,D,ATS,1480.0,178966.13461792396,Y,A,3,3,11.1
443.0,655.0,5302759.515700001,5,D,ATS,4167.0,184609.52149402397,X,D,3,3,G.8
171.0,2483.0,4366070.964799999,3,Q,HD,1448.0,121066.64556585804,X,B,1,2,13.3
270.0,11.0,4918759.585999998,5,P,ATS,1503.0,158476.65712404624,X,A,3,3,1.2
307.0,1090.0,5302759.515700001,5,D,ATS,3824.0,185237.64666862396,Y,B,3,2,36.4
172.0,1833.0,4366070.964799999,3,Q,HD,1291.0,122367.12925425803,Y,C,3,2,H.3
287.0,588.0,4366070.964799999,4,Q,HD,173.0,121396.67743725804,Y,C,1,3,B.2
136.5,475.0,5302759.515700001,5,D,ATS,3881.0,178966.13461792396,Y,D,1,4,E.4
324.0,1033.3,2526612.8516999995,6,C,ATS,2058.16,74171.12927172701,Y,B,3,6,L.2
276.0,861.0,4918759.585999998,6,P,ATS,173.0,157872.51960924623,Y,B,3,5,B.2
171.0,2483.0,4366070.964799999,5,Q,ATS,1448.0,146689.69197746413,X,D,1,3,13.3
190.0,95.0,5302759.515700001,4,D,HD,3260.0,151019.2954737616,Y,D,1,1,33.1
265.0,947.0,5302759.515700001,5,D,ATS,4127.0,186408.72750262392,X,C,3,1,J.4
195.0,898.0,4366070.964799999,5,Q,ATS,1745.0,144339.08379356412,Y,A,3,2,J.3
742.0,1247.0,4366070.964799999,4,Q,HD,1547.0,111059.95374720804,Y,C,1,4,7.2
136.5,475.0,5302759.515700001,5,D,ATS,2943.0,179334.22441252394,X,C,1,1,E.3
158.0,565.0,5302759.515700001,5,D,ATS,565.0,154371.06043727396,Y,A,3,5,5.2
324.0,1033.3,2526612.8516999995,3,C,HD,416.35,72018.16107667581,Y,B,1,2,D.2
205.0,330.7,2526612.8516999995,4,C,HD,2242.89,64840.02839625081,Y,C,1,4,3.2
172.0,1833.0,4366070.964799999,4,Q,HD,627.0,121396.67743725804,Y,C,1,3,D.3
152.0,988.0,4918759.585999998,5,P,HD,1247.0,158984.63179134624,X,A,3,3,5.2
171.0,2483.0,4366070.964799999,4,Q,HD,470.0,111059.95374720804,Y,C,1,4,13.2
172.0,661.0,4366070.964799999,5,Q,ATS,627.0,147453.63862706412,Y,C,3,2,D.2
338.0,1932.0,4918759.585999998,5,P,ATS,1589.0,158106.70035114622,X,B,1,3,8.4
270.0,11.0,4918759.585999998,5,P,ATS,1503.0,158439.81993054622,X,D,1,2,1.2
470.0,788.0,4918759.585999998,6,P,ATS,971.0,139743.4690512962,X,B,3,6,4.3
171.0,11.0,4366070.964799999,5,Q,ATS,470.0,148936.0284149641,X,C,3,1,1.2
326.0,806.0,5302759.515700001,5,D,HD,977.0,155036.44727477396,Y,B,3,5,H.1
120.0,1254.0,5302759.515700001,4,D,HD,3873.0,150826.84808586157,X,C,1,2,L.7
433.0,1299.0,5302759.515700001,4,D,HD,3065.0,149832.24535566158,X,A,1,1,M.2
292.0,811.9999999999999,5302759.515700001,4,D,HD,1943.0,135167.7485555116,Y,B,1,4,17.1
169.0,434.5,2526612.8516999995,3,C,HD,1970.56,72849.71619457581,X,D,3,2,4.2
227.5,504.0,5302759.515700001,5,D,ATS,1529.0,186807.9596051239,X,D,3,1,F.2
292.0,498.00000000000006,5302759.515700001,3,D,HD,2446.0,154024.6797306616,Y,B,3,1,24.1
120.0,127.0,5302759.515700001,5,D,ATS,118.0,179174.53157152396,Y,B,3,2,2.1
127.0,1079.42,2526612.8516999995,6,C,ATS,897.24,87100.89064175202,X,B,3,2,8.1
443.0,655.0,5302759.515700001,5,D,ATS,222.00000000000003,154371.06043727396,Y,B,1,5,G.1
270.0,2709.0,4918759.585999998,5,P,HD,1503.0,139929.7773657962,X,A,1,5,11.2
335.0,304.03,2526612.8516999995,5,C,ATS,1572.96,87696.51847355202,Y,D,3,3,J.1
158.0,565.0,5302759.515700001,5,D,ATS,1892.0,179153.23919272394,Y,C,1,2,16.2
722.0,1360.0,4918759.585999998,5,P,HD,1177.0,158790.71632884623,Y,B,1,2,G.1
270.0,11.0,4918759.585999998,6,P,ATS,1503.0,160684.9061862962,X,B,3,2,1.2
227.5,806.0,5302759.515700001,4,D,HD,2860.0,135167.7485555116,Y,B,1,4,H.2
152.0,988.0,4918759.585999998,5,P,ATS,1247.0,158085.40797234623,Y,A,3,4,5.2
335.0,904.97,2526612.8516999995,5,C,ATS,1572.96,87410.86657055201,Y,A,1,1,J.2
190.0,95.0,5302759.515700001,5,D,ATS,3564.0,181443.1485164239,Y,C,1,1,35.1
338.0,168.8,2526612.8516999995,3,C,HD,581.56,65116.82932065081,Y,D,3,3,E.1
307.0,1000.0,5302759.515700001,5,D,ATS,2497.0,179600.37914752393,Y,B,3,1,25.2
287.0,363.0,5302759.515700001,5,D,ATS,2206.0,154371.06043727396,Y,A,3,5,D.2
185.0,229.17,2526612.8516999995,5,C,HD,1297.26,87902.42438345202,Y,A,3,2,H.1
120.0,11.0,4366070.964799999,5,Q,HD,1696.0,144711.7004225641,X,A,1,3,1.4
324.0,161.9,2526612.8516999995,5,C,HD,136.08,87268.92498275201,Y,B,1,2,B.1
172.0,1833.0,4366070.964799999,5,Q,HD,1291.0,145675.18056326412,Y,A,1,1,H.3
443.0,655.0,5302759.515700001,3,D,HD,3724.0,149972.8993758616,X,D,1,2,G.7
122.0,313.0,5302759.515700001,5,D,HD,4271.0,180243.677345924,Y,A,3,4,39.2
120.0,1183.0,5302759.515700001,5,D,ATS,4271.0,178966.13461792396,Y,A,1,3,39.4
209.5,1138.0,5302759.515700001,5,D,ATS,1574.0,154371.06043727396,Y,B,3,5,12.1
799.0,400.0,4918759.585999998,6,P,ATS,1297.0,158658.70566744625,Y,B,3,4,H.1
120.0,56.00000000000001,5302759.515700001,4,D,HD,2602.0,150156.1381536616,X,C,1,3,B.5
285.0,199.0,5302759.515700001,3,D,HD,2553.0,150119.69246946156,Y,B,3,2,26.1
195.0,1595.0,4366070.964799999,3,Q,HD,1745.0,121726.70930865804,Y,B,3,2,J.4
307.0,1090.0,5302759.515700001,5,D,HD,565.0,181127.31106612395,Y,A,3,2,5.4
288.0,363.0,4366070.964799999,3,Q,HD,1590.0,124093.52735655804,X,C,3,1,3.2
307.0,1090.0,5302759.515700001,3,D,HD,565.0,151197.79395006158,Y,B,3,2,5.4
194.5,547.0,5302759.515700001,3,D,HD,353.0,149789.6605980616,Y,C,1,2,3.1
265.0,947.0,5302759.515700001,5,D,HD,4127.0,181026.96852712397,X,B,1,2,J.4
195.0,898.0,4366070.964799999,5,Q,ATS,173.0,127151.92774681412,Y,B,3,5,B.3
