soil_class,Direction,Story Area,stories,D+0.25L,L cm,architectural_archetype,connection_system,xi cm,seismic_zone,Wall,Story,yi cm
C,Y,5302759.515700001,3,135774.5813513116,307.0,D,HD,2497.0,3,25.2,3,1000.0
D,X,2526612.8516999995,6,86507.72244065201,127.0,C,ATS,1577.27,1,8.2,5,1079.42
B,Y,4918759.585999998,5,158592.80815854622,200.0,P,HD,533.0,1,C.2,3,1249.0
D,Y,5302759.515700001,5,184609.52149402397,122.0,D,ATS,4271.0,3,39.3,3,997.0
A,X,5302759.515700001,5,180466.83701332397,364.0,D,ATS,996.0,3,F.1,3,504.0
A,X,4366070.964799999,3,111059.95374720804,155.0,Q,HD,1048.0,3,2.2,3,133.0
C,Y,5302759.515700001,3,150579.73217166157,190.0,D,HD,825.0,1,6.1,1,95.0
B,X,5302759.515700001,3,135774.5813513116,298.0,D,HD,3252.0000000000005,3,K.1,3,1007.0
C,Y,5302759.515700001,5,181443.1485164239,285.0,D,ATS,2050.0,1,18.1,1,1112.0
B,Y,4918759.585999998,5,139770.08452479623,287.0,P,ATS,1409.0,1,I.4,5,1865.0
A,Y,5302759.515700001,5,154972.57013837397,194.5,D,HD,353.0,3,3.2,5,763.0
B,X,4366070.964799999,5,144264.5604677641,352.0,Q,ATS,1558.0,1,6.5,4,877.0
D,Y,4918759.585999998,6,157683.51263124624,276.0,P,ATS,1769.0000000000002,1,J.4,5,1859.0
C,Y,5302759.515700001,5,181633.458309674,223.0,D,ATS,3092.0,3,32.1,4,907.0
D,X,5302759.515700001,3,135444.5494799116,136.5,D,HD,2943.0,3,E.3,3,475.0
C,X,5302759.515700001,5,181633.458309674,227.5,D,ATS,1529.0,3,F.2,4,504.0
D,X,5302759.515700001,5,179059.68690532394,443.0,D,ATS,4167.0,1,G.8,3,655.0
D,X,5302759.515700001,5,179059.68690532394,120.0,D,ATS,4222.0,1,B.8,3,56.00000000000001
B,Y,5302759.515700001,5,179772.98159512397,158.0,D,HD,565.0,1,5.2,4,565.0
A,X,4366070.964799999,4,121258.27697505803,742.0,Q,HD,371.0,1,7.1,2,1247.0
C,X,4918759.585999998,4,134101.47158633932,149.0,P,HD,886.0,1,2.1,3,134.0
B,Y,5302759.515700001,5,154371.06043727396,307.0,D,ATS,1389.0,3,10.2,5,1088.0
A,Y,5302759.515700001,5,185273.42025022395,120.0,D,HD,118.0,3,2.4,1,1183.0
A,Y,2526612.8516999995,5,86790.373191952,156.0,C,ATS,1892.96,3,K.3,4,689.4
D,Y,4366070.964799999,4,123906.72865245806,287.0,Q,HD,173.0,1,B.2,2,588.0
D,X,5302759.515700001,5,182283.218876324,136.5,D,HD,2440.0,1,I.3,2,835.0
A,Y,4918759.585999998,4,134971.42007573936,284.0,P,HD,1769.0000000000002,3,J.1,1,142.0
C,X,4918759.585999998,5,158790.71632884623,149.0,P,HD,1057.0,1,10.2,2,2586.0
A,Y,4366070.964799999,3,121066.64556585804,352.0,Q,HD,173.0,1,B.1,2,198.0
A,Y,5302759.515700001,5,178966.13461792396,307.0,D,ATS,565.0,1,5.4,4,1090.0
B,Y,5302759.515700001,5,179174.53157152396,209.5,D,ATS,380.0,3,4.2,2,1138.0
C,Y,4918759.585999998,5,159227.21009424623,777.0,P,HD,971.0,1,F.2,1,2332.0
C,X,4918759.585999998,5,158861.74656624623,470.0,P,ATS,971.0,3,4.3,4,788.0
D,X,4918759.585999998,6,157936.39674564623,570.0,P,ATS,1473.0,1,6.2,4,1360.0
A,Y,4366070.964799999,5,145020.4399151641,352.0,Q,HD,173.0,3,B.6,4,2296.0
D,Y,5302759.515700001,3,151381.03272786157,194.5,D,HD,2285.0,1,21.1,1,763.0
C,X,2526612.8516999995,4,72433.36246327581,120.0,C,HD,400.51,1,1.1,1,6.9
B,Y,5302759.515700001,3,151019.2954737616,158.0,D,HD,565.0,3,5.3,1,745.0
C,X,5302759.515700001,3,150579.73217166157,120.0,D,HD,1787.0,1,L.4,1,1254.0
A,Y,5302759.515700001,5,179716.48581562395,223.0,D,ATS,1297.0,3,9.1,4,404.0
A,Y,4366070.964799999,5,144264.5604677641,352.0,Q,ATS,1745.0,1,J.6,4,2296.0
C,X,4366070.964799999,4,121588.30884645804,352.0,Q,HD,360.0,1,8.2,2,1617.0000000000002
A,Y,4366070.964799999,4,121646.86288815804,762.0,Q,HD,1165.0,1,G.1,1,1247.0
B,X,5302759.515700001,3,135167.7485555116,120.0,D,HD,2448.0,1,L.6,3,1254.0
B,Y,5302759.515700001,3,135167.7485555116,223.0,D,HD,3092.0,1,32.1,3,907.0
A,X,5302759.515700001,5,181335.58357372397,287.0,D,HD,1704.0,1,J.2,1,947.0
B,Y,4918759.585999998,5,158898.21196884624,284.0,P,ATS,1769.0000000000002,1,J.5,2,2578.0
D,Y,2526612.8516999995,4,64840.02839625081,180.0,C,HD,2137.35,1,M.2,4,701.2
B,X,2526612.8516999995,3,72294.96200107581,205.0,C,HD,2242.89,1,3.2,1,330.7
B,Y,4366070.964799999,4,111240.93896700804,287.0,Q,HD,173.0,3,B.5,4,1906.0
A,Y,5302759.515700001,5,154706.41540337398,194.5,D,HD,4036.0,1,38.1,5,547.0
D,X,4366070.964799999,4,122577.17971905804,288.0,Q,HD,328.0,1,3.1,3,363.0
D,Y,5302759.515700001,3,135774.5813513116,190.0,D,HD,3260.0,3,33.1,3,95.0
C,X,4366070.964799999,4,111059.95374720804,155.0,Q,HD,871.0000000000001,1,12.1,4,2361.0
C,X,5302759.515700001,5,180565.74535552395,120.0,D,ATS,3873.0,1,B.7,2,56.00000000000001
A,Y,5302759.515700001,3,135167.7485555116,120.0,D,HD,4271.0,3,39.1,3,127.0
B,Y,5302759.515700001,5,154371.06043727396,307.0,D,ATS,3000.0,3,31.1,5,221.0
B,Y,5302759.515700001,4,149182.82780226163,285.0,D,HD,2553.0,1,26.1,3,199.0
C,X,4918759.585999998,3,135413.65154603936,470.0,P,HD,971.0,3,4.3,1,788.0
A,X,4366070.964799999,5,144264.5604677641,171.0,Q,ATS,1448.0,1,1.3,4,11.0
B,Y,5302759.515700001,5,179636.844550124,194.5,D,HD,2104.0,1,20.1,4,547.0
D,Y,2526612.8516999995,5,87586.69687865202,388.0,C,ATS,1384.16,1,I.1,3,316.62
A,Y,2526612.8516999995,4,72529.17816787581,335.0,C,HD,901.56,3,F.2,1,904.97
D,Y,2526612.8516999995,4,72305.60819047582,338.0,C,HD,581.56,1,E.4,2,1040.2
C,X,5302759.515700001,5,180850.51014172396,120.0,D,HD,167.0,1,L.1,2,1254.0
B,Y,5302759.515700001,5,179059.68690532394,232.0,D,ATS,11.0,1,1.1,4,468.0
B,X,2526612.8516999995,6,86507.72244065201,169.0,C,ATS,1970.56,3,6.2,4,774.5
C,X,4918759.585999998,3,134239.87204853934,149.0,P,HD,886.0,1,2.1,2,134.0
A,Y,5302759.515700001,3,135167.7485555116,120.0,D,HD,4271.0,1,39.4,3,1183.0
B,X,5302759.515700001,5,185237.64666862396,326.0,D,ATS,3411.9999999999995,3,F.3,2,504.0
A,X,5302759.515700001,5,180850.51014172396,364.0,D,HD,996.0,3,F.1,3,504.0
B,X,4918759.585999998,5,157893.81198804625,338.0,P,ATS,353.0,3,4.2,4,788.0
B,Y,2526612.8516999995,3,64840.02839625081,180.0,C,HD,2137.35,1,M.2,3,701.2
D,Y,4918759.585999998,6,159348.1651739462,276.0,P,ATS,1769.0000000000002,1,J.4,3,1859.0
B,Y,5302759.515700001,4,149553.1810140616,232.0,D,HD,4378.0,1,40.1,2,468.0
B,Y,5302759.515700001,5,154706.41540337398,563.25,D,HD,1350.0,1,G.3,5,655.0
B,Y,2526612.8516999995,4,72529.17816787581,180.0,C,HD,2137.35,3,M.2,2,701.2
C,X,2526612.8516999995,4,72156.56153887582,205.0,C,HD,2242.81,1,7.2,2,878.34
C,X,4918759.585999998,5,159227.21009424623,152.0,P,HD,1243.0,1,7.2,1,1732.0
A,X,4918759.585999998,5,159269.7948518462,338.0,P,HD,1589.0,3,4.4,2,788.0
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,4222.0,1,B.8,5,56.00000000000001
D,Y,5302759.515700001,5,180573.70921732395,120.0,D,HD,2448.0,1,L.6,4,1254.0
D,X,4918759.585999998,3,137336.11239413937,338.0,P,HD,353.0,3,8.2,1,1932.0
B,X,4366070.964799999,3,123559.48274865805,126.0,Q,HD,1239.0,3,6.4,1,877.0
D,X,4918759.585999998,5,158439.81993054622,224.0,P,ATS,848.0,1,9.2,2,2154.0
A,X,5302759.515700001,5,154371.06043727396,443.0,D,ATS,4167.0,3,G.8,5,655.0
B,Y,5302759.515700001,3,149936.44383246158,471.0,D,HD,3411.9999999999995,1,34.2,1,1052.0
B,X,4918759.585999998,6,139743.4690512962,570.0,P,ATS,469.00000000000006,3,6.1,6,1360.0
B,X,5302759.515700001,4,149553.1810140616,265.0,D,HD,4127.0,1,D.4,2,363.0
B,Y,5302759.515700001,5,178966.13461792396,232.0,D,ATS,11.0,1,1.2,3,842.0
A,Y,5302759.515700001,5,181335.58357372397,285.0,D,HD,2339.0,1,23.1,1,209.0
A,Y,2526612.8516999995,5,87843.06267515202,388.0,C,ATS,1090.36,3,G.2,1,892.38
B,X,2526612.8516999995,5,88428.32370485202,540.0,C,ATS,270.0,3,5.1,2,604.5
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,2602.0,1,B.5,5,56.00000000000001
C,X,4918759.585999998,5,158141.29877544625,149.0,P,ATS,886.0,1,2.1,1,134.0
D,X,5302759.515700001,5,179749.42579912394,443.0,D,ATS,665.0,1,G.2,1,655.0
B,X,5302759.515700001,4,149553.1810140616,227.5,D,HD,2860.0,1,H.2,2,806.0
A,X,5302759.515700001,5,180743.63793772392,120.0,D,ATS,2602.0,3,B.5,1,56.00000000000001
B,Y,2526612.8516999995,3,64840.02839625081,335.0,C,HD,901.56,1,F.1,3,304.03
A,Y,5302759.515700001,5,178966.13461792396,120.0,D,ATS,118.0,1,2.1,3,127.0
C,X,4366070.964799999,3,111389.98561860804,120.0,Q,HD,222.00000000000003,3,13.1,3,2483.0
A,Y,2526612.8516999995,3,71975.57631907582,338.0,C,HD,1892.96,1,K.4,1,1040.2
C,Y,5302759.515700001,5,154344.44496377397,190.0,D,ATS,2757.0,3,27.1,5,1215.0
A,X,4918759.585999998,3,134133.41015453934,338.0,P,HD,1589.0,1,4.4,1,788.0
D,X,4918759.585999998,4,124055.89857068934,570.0,P,HD,469.00000000000006,1,6.1,4,1360.0
A,X,5302759.515700001,4,149182.82780226163,120.0,D,HD,1438.0,1,L.3,2,1254.0
D,X,4366070.964799999,3,121928.98690725803,162.0,Q,HD,81.0,3,10.1,2,1839.0
C,X,5302759.515700001,5,180850.51014172396,326.0,D,HD,977.0,1,H.1,2,806.0
B,X,5302759.515700001,4,135497.78042691157,120.0,D,HD,167.0,3,L.1,4,1254.0
B,Y,4366070.964799999,3,111389.98561860804,195.0,Q,HD,1745.0,3,J.4,3,1595.0
C,Y,2526612.8516999995,5,87450.26473985202,388.0,C,ATS,1384.16,1,I.2,3,892.38
B,X,4366070.964799999,5,126200.3185371141,330.0,Q,ATS,349.0,1,4.2,5,655.0
A,X,2526612.8516999995,5,74346.79139682701,205.0,C,HD,2242.81,1,7.2,5,878.34
A,X,4918759.585999998,5,157961.34638394625,270.0,P,ATS,439.0,1,1.1,3,11.0
A,X,4366070.964799999,5,126189.6723477141,162.0,Q,ATS,1837.0,3,8.6,5,1617.0000000000002
D,X,4366070.964799999,3,111059.95374720804,162.0,Q,HD,81.0,1,8.1,3,1617.0000000000002
C,Y,4918759.585999998,3,123890.88263498934,287.0,P,HD,533.0,1,C.1,3,856.0
B,Y,4366070.964799999,4,121066.64556585804,494.0,Q,HD,1291.0,1,H.1,3,247.00000000000003
C,X,2526612.8516999995,4,71954.28394027581,540.0,C,HD,2204.51,1,5.4,3,604.5
A,Y,4918759.585999998,5,139929.7773657962,799.0,P,HD,645.0,1,D.2,5,2321.0
A,X,2526612.8516999995,5,74346.79139682701,127.0,C,HD,1577.27,1,2.3,5,129.58
B,X,4918759.585999998,5,158146.69610244624,338.0,P,ATS,353.0,3,8.2,3,1932.0
A,X,5302759.515700001,5,180743.63793772392,443.0,D,ATS,222.00000000000003,3,G.1,1,655.0
A,Y,4366070.964799999,5,145266.0104282641,195.0,Q,ATS,173.0,3,B.3,3,898.0
B,Y,4366070.964799999,5,145088.1218579641,352.0,Q,HD,173.0,1,B.1,3,198.0
C,Y,5302759.515700001,3,135774.5813513116,285.0,D,HD,2553.0,3,26.1,3,199.0
B,X,5302759.515700001,4,135167.7485555116,136.5,D,HD,3881.0,1,I.4,4,835.0
A,X,4366070.964799999,5,126200.3185371141,288.0,Q,ATS,1590.0,3,3.2,5,363.0
D,X,4918759.585999998,6,158137.41818964624,470.0,P,ATS,971.0,1,4.3,4,788.0
A,Y,2526612.8516999995,5,87843.06267515202,156.0,C,ATS,581.56,3,E.3,1,689.4
C,Y,4918759.585999998,3,135085.90372793935,276.0,P,HD,1769.0000000000002,3,J.4,2,1859.0
A,Y,5302759.515700001,3,149789.6605980616,307.0,D,HD,3824.0,3,36.1,1,221.0
C,X,2526612.8516999995,5,86960.18549015201,169.0,C,HD,503.96,1,6.1,4,774.4
B,Y,5302759.515700001,5,180850.51014172396,209.5,D,HD,2815.0,1,29.1,2,172.0
D,Y,5302759.515700001,5,154439.45454887397,194.5,D,ATS,4036.0,1,38.2,5,763.0
B,Y,4918759.585999998,3,134101.47158633932,200.0,P,HD,533.0,1,C.3,2,1471.0
B,X,4918759.585999998,3,133936.4556506393,224.0,P,HD,848.0,1,9.2,2,2154.0
C,X,4366070.964799999,4,124268.69909205804,120.0,Q,HD,222.00000000000003,1,1.1,1,11.0
B,X,4918759.585999998,6,139754.11524069624,224.0,P,ATS,1094.0,3,3.3,6,567.0
A,X,4366070.964799999,5,145020.4399151641,120.0,Q,HD,222.00000000000003,3,1.1,4,11.0
A,Y,2526612.8516999995,5,87570.82309235202,338.0,C,HD,1892.96,3,K.4,3,1040.2
C,Y,5302759.515700001,3,150396.49339386157,190.0,D,HD,3564.0,1,35.2,1,1215.0
D,Y,5302759.515700001,4,151019.2954737616,209.5,D,HD,2077.0,1,19.1,1,172.0
B,X,5302759.515700001,3,135167.7485555116,433.0,D,HD,1324.0,1,A.1,3,11.0
D,X,4918759.585999998,6,139754.11524069624,270.0,P,ATS,439.0,1,1.1,6,11.0
B,X,2526612.8516999995,5,86550.30719825202,540.0,C,ATS,2204.51,3,5.4,4,604.5
A,X,2526612.8516999995,4,64840.02839625081,127.0,C,HD,897.24,1,8.1,4,1079.42
B,X,5302759.515700001,5,186573.74343832396,227.5,D,ATS,2860.0,3,H.2,1,806.0
A,X,4366070.964799999,4,121066.64556585804,155.0,Q,HD,1048.0,1,2.2,3,133.0
A,X,4366070.964799999,3,121588.30884645804,288.0,Q,HD,1590.0,3,3.2,1,363.0
B,X,4366070.964799999,5,145041.73229396413,162.0,Q,HD,1837.0,1,10.4,3,1839.0
B,Y,4366070.964799999,3,121888.47766545803,494.0,Q,HD,627.0,3,D.1,2,247.00000000000003
B,Y,4366070.964799999,5,145544.3897138641,172.0,Q,HD,627.0,1,D.3,2,1833.0
A,X,2526612.8516999995,4,72023.4841713758,120.0,C,HD,2074.01,1,1.2,1,6.9
C,X,4366070.964799999,3,121258.27697505803,288.0,Q,HD,1590.0,1,3.2,2,363.0
C,Y,4918759.585999998,4,134436.82655243934,284.0,P,HD,173.0,1,B.5,2,2578.0
B,X,4366070.964799999,5,145877.4581618641,126.0,Q,HD,679.0,1,8.3,1,1617.0000000000002
A,X,4918759.585999998,5,139770.08452479623,270.0,P,ATS,1503.0,1,1.2,5,11.0
A,X,2526612.8516999995,5,86550.30719825202,540.0,C,ATS,270.0,1,5.1,4,604.5
C,X,4918759.585999998,5,139929.7773657962,162.0,P,HD,81.0,1,8.1,5,1932.0
B,X,4366070.964799999,5,126200.3185371141,171.0,Q,ATS,470.0,1,13.2,5,2483.0
A,X,5302759.515700001,5,182706.00677482397,227.5,D,HD,1529.0,3,F.2,1,504.0
A,X,4918759.585999998,4,134500.70368883933,224.0,P,HD,1094.0,1,3.3,1,567.0
C,X,4366070.964799999,3,111059.95374720804,162.0,Q,HD,1837.0,1,4.4,3,655.0
A,X,4918759.585999998,4,134809.44318143933,338.0,P,HD,1589.0,3,4.4,1,788.0
B,Y,5302759.515700001,3,149936.44383246158,209.5,D,HD,2815.0,1,29.1,1,172.0
B,Y,4366070.964799999,5,145041.73229396413,195.0,Q,HD,173.0,1,B.3,3,898.0
C,Y,4366070.964799999,3,111389.98561860804,195.0,Q,HD,173.0,3,B.3,3,898.0
D,X,5302759.515700001,5,179815.00264852395,433.0,D,ATS,3065.0,1,M.2,4,1299.0
A,Y,2526612.8516999995,5,86859.04669085202,324.0,C,HD,2338.44,1,N.1,4,161.9
B,Y,5302759.515700001,4,135167.7485555116,209.5,D,HD,4009.000000000001,1,37.2,4,1138.0
A,X,2526612.8516999995,5,87135.84761525202,205.0,C,HD,2242.89,3,3.2,4,330.7
C,Y,5302759.515700001,5,154371.06043727396,190.0,D,ATS,3564.0,1,35.1,5,95.0
C,Y,2526612.8516999995,5,74346.79139682701,274.0,C,HD,6.9,1,A.1,5,460.7
C,Y,4366070.964799999,3,111059.95374720804,195.0,Q,HD,1745.0,1,J.4,3,1595.0
A,X,4918759.585999998,5,158984.63179134624,544.0,P,HD,272.0,3,9.1,3,2154.0
C,X,2526612.8516999995,5,87614.92613825202,169.0,C,HD,1970.56,1,4.2,1,434.5
A,Y,5302759.515700001,5,179636.844550124,209.5,D,HD,4009.000000000001,1,37.1,4,172.0
A,X,5302759.515700001,3,149182.82780226163,120.0,D,HD,2602.0,1,B.5,2,56.00000000000001
C,Y,4366070.964799999,5,144495.6092305141,352.0,Q,ATS,1745.0,3,J.6,4,2296.0
A,X,2526612.8516999995,5,86859.04669085202,540.0,C,HD,2204.51,1,5.4,4,604.5
B,X,4366070.964799999,4,121878.04247835804,120.0,Q,HD,1696.0,1,13.4,1,2483.0
A,X,5302759.515700001,4,149789.6605980616,287.0,D,HD,2183.0,3,J.3,3,947.0
A,Y,4366070.964799999,4,121258.27697505803,352.0,Q,HD,1745.0,3,J.6,3,2296.0
B,X,4918759.585999998,5,158592.80815854622,152.0,P,HD,695.0,1,5.1,3,988.0
B,X,4366070.964799999,5,144690.40804376412,352.0,Q,HD,1558.0,1,8.5,4,1617.0000000000002
B,Y,4918759.585999998,4,123890.88263498934,722.0,P,HD,765.0,1,E.1,4,1360.0
A,Y,4918759.585999998,5,139929.7773657962,799.0,P,HD,1297.0,3,H.2,5,2321.0
C,X,5302759.515700001,4,150156.1381536616,136.5,D,HD,1446.0,1,I.2,3,835.0
C,X,4366070.964799999,5,148285.4979086641,120.0,Q,ATS,1696.0,3,1.4,3,11.0
A,X,2526612.8516999995,4,72332.2236639758,169.0,C,HD,1970.56,3,4.2,2,434.5
B,X,5302759.515700001,4,152106.56320401162,443.0,D,HD,4167.0,3,G.8,1,655.0
A,X,4918759.585999998,4,134133.41015453934,544.0,P,HD,1670.0,1,3.4,2,567.0
A,Y,2526612.8516999995,5,86960.18549015201,335.0,C,HD,901.56,1,F.2,3,904.97
A,X,5302759.515700001,4,149789.6605980616,122.0,D,HD,3411.9999999999995,3,A.2,3,11.0
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,4230.0,1,L.8,5,1254.0
A,X,4366070.964799999,3,121258.27697505803,162.0,Q,HD,1837.0,3,8.6,2,1617.0000000000002
D,Y,4366070.964799999,4,122577.17971905804,195.0,Q,HD,1745.0,1,J.4,3,1595.0
D,Y,2526612.8516999995,6,86989.10565305201,338.0,C,ATS,1892.96,1,K.4,3,1040.2
B,X,4918759.585999998,6,139754.11524069624,544.0,P,ATS,1670.0,3,9.4,6,2154.0
C,Y,2526612.8516999995,5,88047.30366755201,324.0,C,ATS,2058.16,3,L.2,2,1033.3
A,Y,5302759.515700001,5,178966.13461792396,158.0,D,ATS,1892.0,3,16.2,4,565.0
D,Y,5302759.515700001,5,178966.13461792396,471.0,D,ATS,3411.9999999999995,1,34.1,4,258.0
B,X,5302759.515700001,3,149182.82780226163,227.5,D,HD,2860.0,1,H.2,2,806.0
B,Y,5302759.515700001,5,181627.944101624,471.0,D,HD,977.0,3,7.1,3,258.0
C,Y,5302759.515700001,5,154344.44496377397,209.5,D,ATS,380.0,3,4.1,5,172.0
D,X,4366070.964799999,5,148391.95980266412,642.0,Q,ATS,959.0,3,5.1,3,736.0
C,Y,5302759.515700001,4,135350.9873333116,158.0,D,HD,565.0,1,5.3,4,745.0
A,Y,4366070.964799999,3,121258.27697505803,172.0,Q,HD,627.0,3,D.2,2,661.0
C,X,4918759.585999998,3,135413.65154603936,224.0,P,HD,1094.0,3,3.3,1,567.0
C,Y,4918759.585999998,3,135085.90372793935,422.0,P,HD,1769.0000000000002,3,J.3,2,1360.0
C,X,5302759.515700001,5,186845.22126802395,120.0,D,ATS,2448.0,3,L.6,1,1254.0
A,X,5302759.515700001,5,182706.00677482397,287.0,D,HD,1704.0,3,J.2,1,947.0
D,X,5302759.515700001,4,135167.7485555116,563.25,D,HD,2476.0,1,G.5,4,655.0
B,X,4366070.964799999,4,121258.27697505803,126.0,Q,HD,1239.0,1,8.4,2,1617.0000000000002
A,Y,4366070.964799999,5,145574.0417639641,195.0,Q,HD,1745.0,3,J.4,3,1595.0
C,X,2526612.8516999995,5,87588.12614585202,205.0,C,ATS,231.62,1,3.1,2,330.7
B,Y,4366070.964799999,5,126200.3185371141,494.0,Q,ATS,627.0,1,D.1,5,247.00000000000003
C,Y,4366070.964799999,4,121396.67743725804,287.0,Q,HD,1745.0,1,J.2,3,588.0
D,X,2526612.8516999995,5,86983.602051352,169.0,C,ATS,503.96,3,4.1,4,434.5
A,X,4918759.585999998,4,133936.4556506393,570.0,P,HD,1473.0,1,6.2,3,1360.0
A,X,5302759.515700001,5,154371.06043727396,265.0,D,ATS,262.0,3,J.1,5,947.0
A,Y,5302759.515700001,5,178966.13461792396,194.5,D,ATS,4036.0,3,38.1,4,547.0
B,X,2526612.8516999995,5,88428.32370485202,127.0,C,ATS,1577.27,3,2.3,2,129.58
A,Y,5302759.515700001,3,135167.7485555116,471.0,D,HD,977.0,1,7.2,3,1053.0
C,X,5302759.515700001,5,154371.06043727396,136.5,D,ATS,508.0,1,I.1,5,835.0
B,X,4918759.585999998,3,134101.47158633932,152.0,P,HD,689.0,1,7.1,2,1732.0
A,Y,5302759.515700001,4,149225.4125598616,190.0,D,HD,2757.0,1,27.1,2,1215.0
C,X,5302759.515700001,5,179620.22747032394,120.0,D,ATS,167.0,1,B.1,4,56.00000000000001
A,Y,4918759.585999998,5,159269.7948518462,799.0,P,HD,1297.0,3,H.2,2,2321.0
A,Y,2526612.8516999995,5,86550.30719825202,335.0,C,ATS,901.56,1,F.2,4,904.97
B,X,4918759.585999998,5,158141.29877544625,149.0,P,ATS,886.0,1,10.1,1,2586.0
A,X,4918759.585999998,4,134809.44318143933,152.0,P,HD,689.0,3,7.1,1,1732.0
B,Y,5302759.515700001,4,135167.7485555116,194.5,D,HD,2104.0,1,20.1,4,547.0
B,Y,2526612.8516999995,5,88983.11332325202,180.0,C,ATS,337.16,3,C.1,1,505.3
B,X,5302759.515700001,4,150188.89270056158,265.0,D,HD,4127.0,3,J.4,3,947.0
B,Y,5302759.515700001,5,180243.677345924,471.0,D,HD,3411.9999999999995,1,34.2,3,1052.0
A,Y,2526612.8516999995,4,72332.2236639758,324.0,C,HD,416.35,3,D.2,2,1033.3
D,X,4918759.585999998,6,161940.7399193462,152.0,P,ATS,695.0,1,5.1,1,988.0
D,Y,5302759.515700001,5,179059.68690532394,158.0,D,ATS,3000.0,1,31.2,3,565.0
C,Y,5302759.515700001,5,179636.844550124,265.0,D,HD,262.0,1,D.1,4,363.0
A,X,2526612.8516999995,5,87135.84761525202,205.0,C,HD,231.62,3,7.1,4,878.34
C,Y,5302759.515700001,4,150826.84808586157,194.5,D,HD,2788.0,1,28.1,2,547.0
B,Y,2526612.8516999995,3,64840.02839625081,185.0,C,HD,1297.26,1,H.1,3,229.17
B,Y,4918759.585999998,5,157715.45119944622,284.0,P,ATS,1769.0000000000002,1,J.5,4,2578.0
D,X,5302759.515700001,3,151936.3714910866,136.5,D,HD,2440.0,3,I.3,1,835.0
C,X,4918759.585999998,5,158535.2077832462,162.0,P,HD,1861.0,1,4.5,3,788.0
C,X,2526612.8516999995,5,87444.58710785201,540.0,C,HD,810.0,1,5.2,2,604.5
B,X,5302759.515700001,3,149512.8596736616,443.0,D,HD,665.0,1,G.2,2,655.0
B,X,4366070.964799999,5,126173.7030636141,742.0,Q,ATS,1547.0,3,7.2,5,1247.0
D,Y,5302759.515700001,5,179227.76251852393,120.0,D,ATS,118.0,1,2.1,2,127.0
C,X,2526612.8516999995,4,64840.02839625081,540.0,C,HD,2204.51,1,5.4,4,604.5
D,X,5302759.515700001,5,182878.5745446739,136.5,D,ATS,2440.0,1,I.3,1,835.0
D,Y,5302759.515700001,5,155036.44727477396,307.0,D,HD,1892.0,1,16.1,5,221.0
A,Y,5302759.515700001,5,181335.58357372397,307.0,D,HD,1892.0,1,16.1,1,221.0
C,X,4366070.964799999,5,147453.63862706412,352.0,Q,ATS,360.0,3,6.2,2,877.0
C,Y,5302759.515700001,3,153169.1788545616,307.0,D,HD,1892.0,3,16.1,1,221.0
A,X,2526612.8516999995,3,64840.02839625081,127.0,C,HD,897.24,1,8.1,3,1079.42
B,Y,5302759.515700001,5,180573.70921732395,307.0,D,HD,3824.0,3,36.4,4,1090.0
B,Y,2526612.8516999995,5,86550.30719825202,338.0,C,ATS,581.56,1,E.4,3,1040.2
A,X,4918759.585999998,3,133936.4556506393,224.0,P,HD,1094.0,1,3.3,2,567.0
C,X,5302759.515700001,4,149512.8596736616,563.25,D,HD,1913.0,1,G.4,3,655.0
D,Y,5302759.515700001,5,181622.81212027397,209.5,D,ATS,380.0,3,4.1,4,172.0
D,X,5302759.515700001,4,149789.6605980616,443.0,D,HD,665.0,1,G.2,3,655.0
C,Y,5302759.515700001,5,180335.39991532397,158.0,D,ATS,565.0,1,5.2,3,565.0
B,X,5302759.515700001,4,135167.7485555116,563.25,D,HD,3029.0,1,G.6,4,655.0
C,Y,2526612.8516999995,5,74171.12927172701,156.0,C,ATS,581.56,3,E.3,5,689.4
B,Y,5302759.515700001,4,149459.6287266616,209.5,D,HD,4009.000000000001,1,37.1,2,172.0
D,X,5302759.515700001,4,151205.37060276157,443.0,D,HD,665.0,1,G.2,2,655.0
C,Y,2526612.8516999995,5,89434.27842125202,156.0,C,ATS,581.56,3,E.2,1,519.6
D,X,5302759.515700001,3,149972.8993758616,443.0,D,HD,222.00000000000003,1,G.1,2,655.0
D,X,4918759.585999998,6,161940.7399193462,544.0,P,ATS,272.0,1,9.1,1,2154.0
A,X,5302759.515700001,5,180830.28785152396,122.0,D,ATS,977.0,1,M.1,1,1299.0
C,Y,5302759.515700001,5,154344.44496377397,158.0,D,ATS,3000.0,3,31.2,5,565.0
B,X,2526612.8516999995,5,74346.79139682701,120.0,C,HD,400.51,1,1.1,5,6.9
B,X,5302759.515700001,4,150066.46152246158,364.0,D,HD,3393.0,1,H.3,1,806.0
D,X,5302759.515700001,3,149789.6605980616,433.0,D,HD,1324.0,1,A.1,2,11.0
D,X,5302759.515700001,3,151936.3714910866,120.0,D,HD,1941.0,3,B.3,1,56.00000000000001
A,Y,5302759.515700001,3,135167.7485555116,223.0,D,HD,3092.0,3,32.1,3,907.0
A,Y,4918759.585999998,4,123890.88263498934,777.0,P,HD,971.0,1,F.1,4,389.0
